sample_id,split,y_true,centroid_x,centroid_y,centroid_dx_from_center,centroid_dy_from_center,bbox_x0,bbox_x1,bbox_y0,bbox_y1,bbox_width,bbox_height,foreground_fraction
train_0643,train,1,15.657732178829244,17.26425377893869,0.15773217882924406,1.7642537789386914,0,32,3,32,32,29,0.6962890625
train_0644,train,1,15.12912961018823,16.310904494579514,-0.37087038981177045,0.8109044945795141,0,32,2,32,32,30,0.712890625
train_0645,train,1,15.060994115009805,16.467163753364794,-0.4390058849901948,0.9671637533647939,0,32,2,32,32,30,0.6982421875
train_0646,train,1,15.177494707180701,16.497576943194087,-0.32250529281929907,0.9975769431940869,0,32,3,32,32,29,0.681640625
train_0647,train,1,14.86300346980148,16.33288555886194,-0.6369965301985197,0.832885558861939,0,32,3,32,32,29,0.6376953125
train_0648,train,1,14.890631521773786,16.36732969340112,-0.6093684782262141,0.8673296934011212,0,32,3,32,32,29,0.6640625
train_0649,train,1,15.05325575724698,16.57113468020757,-0.44674424275302016,1.071134680207571,0,32,3,32,32,29,0.638671875
train_0650,train,1,14.863201090504742,16.6049843648879,-0.6367989094952584,1.1049843648879012,0,32,3,32,32,29,0.642578125
train_0651,train,1,15.671358489185984,18.545815663665625,0.17135848918598384,3.045815663665625,0,32,4,32,32,28,0.6220703125
train_0652,train,1,15.942024024371605,18.587635448399823,0.44202402437160515,3.0876354483998227,0,32,4,32,32,28,0.5712890625
train_0653,train,1,15.775560398845402,17.63190186202361,0.2755603988454016,2.1319018620236108,0,32,4,32,32,28,0.5537109375
train_0654,train,1,14.964613098817503,18.270925134102427,-0.5353869011824965,2.770925134102427,0,32,5,32,32,27,0.3720703125
train_0655,train,1,16.422757265138124,18.5337204872417,0.9227572651381237,3.0337204872416983,0,32,15,30,32,15,0.09375
train_0656,train,1,16.71160695483798,18.502831238417834,1.211606954837979,3.0028312384178335,0,32,16,31,32,15,0.0849609375
train_0657,train,1,16.510626303303823,17.580282608778123,1.0106263033038232,2.0802826087781234,0,32,2,32,32,30,0.4501953125
train_0658,train,1,17.145411040967126,17.532297098875567,1.6454110409671259,2.032297098875567,0,32,9,31,32,22,0.0849609375
train_0659,train,1,17.235915517800976,19.176153159927416,1.7359155178009757,3.6761531599274164,0,32,5,32,32,27,0.6328125
train_0660,train,1,15.606739504922613,16.969429961818832,0.1067395049226132,1.4694299618188325,0,32,3,31,32,28,0.6806640625
train_0661,train,1,15.60909593583854,16.712966618270706,0.10909593583854083,1.2129666182707055,0,32,2,31,32,29,0.6884765625
train_0662,train,1,17.446176413456723,18.49028680547607,1.9461764134567225,2.990286805476071,0,32,9,31,32,22,0.1875
train_0663,train,1,16.036612845113332,18.207001639568727,0.5366128451133321,2.707001639568727,0,32,4,32,32,28,0.4501953125
train_0664,train,1,15.84400329671687,17.101120059338403,0.34400329671687047,1.6011200593384025,0,32,3,32,32,29,0.4501953125
train_0665,train,1,15.360490147425766,17.39908414822002,-0.13950985257423376,1.8990841482200196,0,32,3,32,32,29,0.4501953125
train_0666,train,0,18.103308710665317,14.547248972387843,2.603308710665317,-0.9527510276121571,0,32,0,30,32,30,0.1171875
train_0667,train,0,16.33716908788943,15.236676618619517,0.8371690878894285,-0.2633233813804825,0,32,0,32,32,32,0.4501953125
train_0668,train,0,16.793002346137936,15.636285971255194,1.2930023461379356,0.13628597125519448,0,32,0,32,32,32,0.0927734375
train_0669,train,0,16.13931072496862,15.697467359310275,0.6393107249686203,0.19746735931027537,0,32,0,32,32,32,0.4501953125
train_0670,train,0,17.800075614030728,16.39433444053333,2.300075614030728,0.8943344405333313,0,32,0,32,32,32,0.4501953125
train_0671,train,0,17.659475721431846,15.476701794504098,2.1594757214318463,-0.02329820549590167,0,32,1,30,32,29,0.4501953125
train_0672,train,0,16.15679980669815,15.730332160371105,0.6567998066981495,0.2303321603711055,0,32,0,32,32,32,0.4501953125
train_0673,train,0,16.173582699530023,15.642421684558908,0.6735826995300229,0.1424216845589079,0,32,0,30,32,30,0.4501953125
train_0674,train,0,16.352192796917276,15.496320211040533,0.8521927969172758,-0.0036797889594666344,0,32,0,30,32,30,0.4501953125
train_0675,train,0,16.057276657213816,14.86125981526076,0.5572766572138157,-0.6387401847392393,0,32,0,30,32,30,0.4501953125
train_0676,train,0,16.046170633290757,15.57431954180952,0.5461706332907568,0.07431954180952083,0,32,1,31,32,30,0.4501953125
train_0677,train,0,16.378820225128305,15.706023355835766,0.8788202251283046,0.20602335583576625,0,32,1,31,32,30,0.4501953125
train_0678,train,0,17.41903769887916,16.34639141814271,1.9190376988791584,0.8463914181427086,0,32,0,32,32,32,0.4501953125
train_0679,train,0,15.558232449400673,15.203412458134071,0.0582324494006734,-0.2965875418659287,0,32,0,31,32,31,0.4501953125
train_0680,train,0,16.123270374082082,15.176733697906833,0.6232703740820824,-0.32326630209316676,0,32,0,30,32,30,0.4501953125
train_0681,train,0,16.652234016513468,15.69539418728156,1.152234016513468,0.19539418728155944,0,32,1,32,32,31,0.5947265625
train_0682,train,0,16.465885189173576,16.13865011414517,0.9658851891735765,0.6386501141451717,0,32,1,32,32,31,0.55078125
train_0683,train,0,16.24494554029381,14.156229972221057,0.7449455402938092,-1.3437700277789428,0,32,0,29,32,29,0.548828125
train_0684,train,0,16.535180227988924,14.241925190300016,1.0351802279889242,-1.258074809699984,0,32,0,30,32,30,0.5771484375
train_0685,train,0,16.54015843701463,13.980423324880594,1.0401584370146288,-1.5195766751194064,0,32,0,30,32,30,0.54296875
train_0686,train,0,13.504682141826695,13.3315512760986,-1.9953178581733049,-2.1684487239014008,0,32,0,32,32,32,0.26953125
train_0687,train,0,16.92563896782755,12.915962444277989,1.425638967827549,-2.584037555722011,0,32,0,30,32,30,0.4970703125
train_0688,train,0,14.363128248243905,12.669427356732923,-1.136871751756095,-2.830572643267077,0,32,0,29,32,29,0.22265625
train_0689,train,0,15.538279129993054,14.71146626607731,0.03827912999305383,-0.7885337339226908,0,32,0,32,32,32,0.1923828125
train_0690,train,1,16.208766715572303,9.940696438761037,0.7087667155723025,-5.559303561238963,0,32,0,32,32,32,0.3251953125
train_0691,train,1,13.923209556835296,13.59879848768979,-1.576790443164704,-1.9012015123102106,0,32,0,32,32,32,0.115234375
train_0692,train,1,16.169436429113375,12.13816616272847,0.6694364291133752,-3.3618338372715293,0,32,0,31,32,31,0.4501953125
train_0693,train,1,17.950809569068436,14.59177671693211,2.4508095690684364,-0.9082232830678905,2,32,0,32,30,32,0.548828125
train_0694,train,1,15.719365355852336,15.296310889886705,0.21936535585233585,-0.20368911011329516,0,32,0,32,32,32,0.4501953125
train_0695,train,1,16.079580580587923,14.266735702778043,0.5795805805879226,-1.2332642972219574,0,32,0,31,32,31,0.44921875
train_0696,train,1,17.640160530542616,10.63189921716199,2.140160530542616,-4.86810078283801,0,32,0,32,32,32,0.3076171875
train_0697,train,1,15.317916402744933,12.886458281476285,-0.18208359725506718,-2.613541718523715,0,32,0,32,32,32,0.095703125
train_0698,train,1,16.447423218060614,13.902397600913577,0.9474232180606137,-1.5976023990864228,0,32,0,32,32,32,0.1220703125
train_0699,train,1,14.866875759582129,12.453252087850323,-0.633124240417871,-3.0467479121496766,0,32,0,32,32,32,0.4892578125
train_0700,train,1,15.448021086633139,15.029442953879595,-0.051978913366861335,-0.4705570461204047,0,32,0,32,32,32,0.4501953125
train_0701,train,1,16.469344173746258,12.99244961285115,0.9693441737462578,-2.50755038714885,0,32,0,32,32,32,0.4326171875
train_0702,train,0,16.963108325086495,14.194446479615845,1.4631083250864947,-1.305553520384155,0,32,0,32,32,32,0.3173828125
train_0703,train,0,15.96372195542209,13.894565143353638,0.4637219554220895,-1.6054348566463617,0,32,0,32,32,32,0.3076171875
train_0704,train,0,17.00216903108052,13.890268956863329,1.5021690310805198,-1.6097310431366711,0,32,0,32,32,32,0.30859375
train_0705,train,0,16.018535536924485,13.134916496713695,0.5185355369244853,-2.3650835032863053,0,32,0,32,32,32,0.294921875
train_0706,train,0,15.76715735432196,12.699390805380537,0.2671573543219594,-2.8006091946194633,0,32,0,32,32,32,0.2880859375
train_0707,train,0,19.08997765273162,13.975553382046973,3.589977652731619,-1.5244466179530267,0,32,0,32,32,32,0.2705078125
train_0708,train,0,18.14716698140924,13.925146097701724,2.6471669814092387,-1.5748539022982762,0,32,0,32,32,32,0.224609375
train_0709,train,0,16.201990012831608,14.08599913936294,0.7019900128316081,-1.41400086063706,0,32,0,32,32,32,0.31640625
train_0710,train,0,20.23570083264475,14.228699260105174,4.735700832644749,-1.2713007398948264,0,32,0,32,32,32,0.23828125
train_0711,train,0,17.50432568168306,14.721267233389327,2.00432568168306,-0.7787327666106734,0,32,0,32,32,32,0.25
train_0712,train,0,15.665798491526175,14.575733819010052,0.16579849152617498,-0.9242661809899477,0,32,0,32,32,32,0.29296875
train_0713,train,0,14.81484669083927,14.223613578627141,-0.6851533091607305,-1.2763864213728588,0,32,0,32,32,32,0.2783203125
train_0714,train,0,14.934476166597161,14.174729055111024,-0.565523833402839,-1.3252709448889757,0,32,0,32,32,32,0.265625
train_0715,train,0,15.70917404265686,14.04962321203437,0.20917404265686024,-1.4503767879656309,0,32,0,32,32,32,0.291015625
train_0716,train,0,15.811654781591077,14.328692379637477,0.31165478159107707,-1.1713076203625228,0,32,0,32,32,32,0.255859375
train_0717,train,0,15.713253392024013,13.412439999171465,0.21325339202401317,-2.0875600008285353,0,32,0,32,32,32,0.3310546875
train_0718,train,0,18.272653421643106,15.129741197711567,2.7726534216431062,-0.3702588022884328,0,32,0,32,32,32,0.1845703125
train_0719,train,0,18.826393940807996,15.600225880492,3.3263939408079963,0.10022588049199932,0,32,0,32,32,32,0.1357421875
train_0720,train,0,15.527987707456624,13.877805002060366,0.027987707456624378,-1.6221949979396335,0,32,0,32,32,32,0.349609375
train_0721,train,1,16.168318320731597,12.865884464749456,0.668318320731597,-2.634115535250544,0,32,0,32,32,32,0.359375
train_0722,train,1,14.759189874365347,11.957159998144286,-0.7408101256346526,-3.542840001855714,0,32,0,32,32,32,0.3857421875
train_0723,train,1,15.349633585763208,11.27316776948017,-0.15036641423679242,-4.226832230519831,0,32,0,32,32,32,0.390625
train_0724,train,1,16.386985450391084,12.02796913340927,0.8869854503910837,-3.47203086659073,0,32,0,32,32,32,0.3251953125
train_0725,train,1,18.94768888613612,11.78816844460955,3.4476888861361203,-3.71183155539045,0,32,0,32,32,32,0.3310546875
train_0726,train,1,16.315768147863427,12.274578794701734,0.8157681478634267,-3.2254212052982663,0,32,0,32,32,32,0.3837890625
train_0727,train,1,15.600610887109454,11.935863211716507,0.10061088710945398,-3.564136788283493,0,32,0,32,32,32,0.3701171875
train_0728,train,1,15.111254405590934,11.41103883834991,-0.3887455944090661,-4.08896116165009,0,32,0,32,32,32,0.3525390625
train_0729,train,1,15.67893873694603,11.418205045877999,0.17893873694603002,-4.081794954122001,0,32,0,32,32,32,0.33984375
train_0730,train,1,20.954043446713065,12.168898239548144,5.454043446713065,-3.3311017604518565,0,32,0,32,32,32,0.2353515625
train_0731,train,1,18.493658395469186,12.514078749344264,2.993658395469186,-2.9859212506557355,0,32,0,32,32,32,0.3671875
train_0732,train,1,15.143966250217597,12.621038446428233,-0.3560337497824033,-2.8789615535717665,0,32,0,32,32,32,0.39453125
train_0733,train,1,16.562670596878178,12.060615438807918,1.0626705968781778,-3.4393845611920817,0,32,0,32,32,32,0.37109375
train_0734,train,1,14.84487628801846,11.71808975356264,-0.6551237119815401,-3.7819102464373593,0,32,0,32,32,32,0.337890625
train_0735,train,1,16.14221209430516,12.087371679536263,0.6422120943051617,-3.412628320463737,0,32,0,32,32,32,0.248046875
train_0736,train,1,21.61580987665264,13.871438513569542,6.115809876652641,-1.628561486430458,0,32,0,32,32,32,0.2451171875
train_0737,train,0,16.30664384607663,10.160102377675205,0.8066438460766285,-5.339897622324795,0,32,0,29,32,29,0.330078125
train_0738,train,0,16.28961220565061,10.37746046923009,0.7896122056506094,-5.1225395307699095,0,32,0,29,32,29,0.341796875
train_0739,train,0,15.989210184621959,11.829724356155584,0.48921018462195853,-3.670275643844416,0,32,0,32,32,32,0.3115234375
train_0740,train,0,16.276286160270512,10.182237452927135,0.7762861602705122,-5.317762547072865,0,32,0,32,32,32,0.4541015625
train_0741,train,0,16.18279702882581,9.875017238847876,0.6827970288258101,-5.624982761152124,0,32,0,26,32,26,0.3447265625
train_0742,train,1,16.517411496355887,12.333003416570053,1.0174114963558871,-3.166996583429947,0,32,0,30,32,30,0.140625
train_0743,train,1,17.237647026734564,12.136337313647262,1.7376470267345638,-3.363662686352738,0,32,0,29,32,29,0.5068359375
train_0744,train,1,16.42560557526437,12.579018786988456,0.9256055752643704,-2.920981213011544,0,32,0,30,32,30,0.265625
train_0745,train,1,17.308689724083433,13.63846509997621,1.8086897240834325,-1.8615349000237895,0,32,0,28,32,28,0.1005859375
train_0746,train,1,16.55408974583593,13.38313135423032,1.054089745835931,-2.1168686457696797,0,32,0,32,32,32,0.419921875
train_0747,train,1,15.81583393177813,11.949642291598689,0.3158339317781298,-3.550357708401311,0,32,0,32,32,32,0.4619140625
train_0748,train,1,14.312777986469719,12.258492827898479,-1.1872220135302811,-3.241507172101521,0,32,0,32,32,32,0.25
train_0749,train,1,14.740547183294446,13.002790529010698,-0.7594528167055543,-2.4972094709893025,0,32,0,32,32,32,0.6181640625
train_0750,train,1,14.194580794751317,12.145642426235186,-1.3054192052486826,-3.3543575737648137,0,32,0,32,32,32,0.4853515625
train_0751,train,1,14.041132764464761,11.862869170314648,-1.458867235535239,-3.6371308296853524,0,32,0,32,32,32,0.462890625
train_0752,train,1,15.454337815711447,11.96957014805462,-0.04566218428855251,-3.53042985194538,0,32,0,32,32,32,0.244140625
train_0753,train,0,13.732733298907824,13.8702195202077,-1.7672667010921757,-1.6297804797923003,0,32,0,32,32,32,0.48828125
train_0754,train,0,12.568107876141424,11.885663786999144,-2.9318921238585762,-3.614336213000856,0,27,0,32,27,32,0.40234375
train_0755,train,0,14.216168225921868,12.557091113210062,-1.2838317740781324,-2.9429088867899384,0,32,0,32,32,32,0.2587890625
train_0756,train,0,14.643631304112638,15.442518131575543,-0.8563686958873618,-0.057481868424456906,0,32,0,32,32,32,0.3857421875
train_0757,train,0,13.870893061609205,13.237034979548351,-1.6291069383907946,-2.2629650204516487,0,31,0,32,31,32,0.4130859375
train_0758,train,0,13.632173740237839,11.649392512783487,-1.867826259762161,-3.8506074872165126,0,30,0,32,30,32,0.3583984375
train_0759,train,0,12.249831089487959,12.472422426776149,-3.2501689105120413,-3.0275775732238515,0,27,0,32,27,32,0.4755859375
train_0760,train,0,14.167343998283979,13.087606282113118,-1.3326560017160212,-2.412393717886882,0,31,0,32,31,32,0.4453125
train_0761,train,0,10.811211544644738,12.501386573681646,-4.688788455355262,-2.9986134263183537,0,24,0,32,24,32,0.3955078125
train_0762,train,1,20.844298936721984,12.69299751143417,5.344298936721984,-2.8070024885658302,0,32,0,32,32,32,0.2421875
train_0763,train,1,19.682247114255894,13.826042763681691,4.182247114255894,-1.6739572363183086,0,32,0,32,32,32,0.2041015625
train_0764,train,1,20.061041848873003,12.250769415940217,4.561041848873003,-3.2492305840597826,0,32,0,30,32,30,0.177734375
train_0765,train,1,19.1061697433567,14.740980426105326,3.6061697433566984,-0.7590195738946743,0,32,0,32,32,32,0.41015625
train_0766,train,1,19.875363083638526,12.41976295926569,4.3753630836385256,-3.0802370407343105,0,32,0,31,32,31,0.3642578125
train_0767,train,1,20.47706878301794,11.852424696064249,4.977068783017941,-3.647575303935751,0,32,0,32,32,32,0.2041015625
train_0768,train,1,17.72206566361501,13.018445416280526,2.222065663615009,-2.4815545837194737,0,32,0,32,32,32,0.146484375
train_0769,train,1,18.265848523646756,14.7641843443569,2.7658485236467563,-0.7358156556430995,0,32,0,32,32,32,0.447265625
train_0770,train,1,19.667853405458896,14.358065320008514,4.167853405458896,-1.1419346799914862,0,32,0,32,32,32,0.462890625
train_0771,train,0,15.91634460635865,15.79488783288555,0.4163446063586491,0.29488783288555,1,32,3,32,31,29,0.6142578125
train_0772,train,0,15.915432086404765,15.223778292729552,0.41543208640476514,-0.27622170727044804,0,32,0,32,32,32,0.5927734375
train_0773,train,0,15.982749103990773,15.444192615327594,0.4827491039907734,-0.05580738467240565,1,32,0,32,31,32,0.6484375
train_0774,train,0,15.447314514201976,14.121097791869195,-0.052685485798024345,-1.378902208130805,0,32,0,32,32,32,0.5732421875
train_0775,train,0,16.888097229555125,16.950975930094874,1.3880972295551253,1.4509759300948737,1,32,4,32,31,28,0.60546875
train_0776,train,1,16.442111178277404,17.736399783014406,0.9421111782774041,2.236399783014406,0,32,0,32,32,32,0.7275390625
train_0777,train,1,16.08661902365404,17.034228475025113,0.5866190236540412,1.5342284750251132,0,32,0,32,32,32,0.6083984375
train_0778,train,1,15.824161867101948,15.56572460429398,0.3241618671019477,0.06572460429397964,0,32,0,32,32,32,0.482421875
train_0779,train,1,15.271447041034783,16.788314339376598,-0.2285529589652171,1.2883143393765977,0,32,0,32,32,32,0.5908203125
train_0780,train,1,16.137132297770222,17.30692761841888,0.6371322977702221,1.8069276184188787,0,32,0,32,32,32,0.7685546875
train_0781,train,1,16.6529057353977,16.282124827533202,1.1529057353976988,0.7821248275332024,0,32,0,32,32,32,0.658203125
train_0782,train,1,16.82025324807493,16.000941938876053,1.3202532480749305,0.5009419388760534,0,32,0,32,32,32,0.65234375
train_0783,train,1,16.31434999845252,15.932682781465902,0.8143499984525207,0.43268278146590156,0,32,0,32,32,32,0.65234375
train_0784,train,1,18.093110176893852,14.592582604035067,2.593110176893852,-0.9074173959649325,0,32,0,32,32,32,0.5615234375
train_0785,train,1,17.85495377848352,15.931113463976228,2.3549537784835195,0.43111346397622796,0,32,0,32,32,32,0.6201171875
train_0786,train,1,17.503035013957053,15.98352066732691,2.003035013957053,0.48352066732691057,0,32,0,32,32,32,0.6064453125
train_0787,train,1,17.571907833696592,15.796338349945673,2.071907833696592,0.2963383499456729,0,32,0,32,32,32,0.6083984375
train_0788,train,1,17.113909145924666,16.62853012035073,1.6139091459246657,1.1285301203507316,0,32,0,32,32,32,0.7529296875
train_0789,train,0,16.32084911454489,10.554117156478291,0.8208491145448917,-4.945882843521709,0,32,0,28,32,28,0.470703125
train_0790,train,0,16.743721500586293,9.894052681015992,1.2437215005862932,-5.605947318984008,0,32,0,27,32,27,0.3271484375
train_0791,train,0,15.828657008609458,10.358409491064847,0.3286570086094578,-5.141590508935153,0,32,0,29,32,29,0.2880859375
train_0792,train,0,16.108621092159837,10.128728911050219,0.6086210921598365,-5.371271088949781,0,32,0,28,32,28,0.2529296875
train_0793,train,0,16.183873708280643,10.750072539429201,0.6838737082806432,-4.749927460570799,0,32,0,27,32,27,0.265625
train_0794,train,0,18.77168767108376,14.20566802647609,3.271687671083761,-1.29433197352391,0,32,0,30,32,30,0.4501953125
train_0795,train,0,19.797982741510967,14.622117510884765,4.2979827415109675,-0.877882489115235,0,32,0,30,32,30,0.099609375
train_0796,train,0,19.516680122242843,13.595445737135266,4.0166801222428425,-1.9045542628647336,0,32,0,29,32,29,0.1416015625
train_0797,train,0,15.327774869636393,11.431745215262005,-0.1722251303636071,-4.068254784737995,0,32,0,30,32,30,0.4228515625
train_0798,train,0,14.832700958743803,10.745604869091581,-0.6672990412561965,-4.754395130908419,0,32,0,27,32,27,0.4091796875
train_0799,train,0,14.847578563872206,11.519942248866872,-0.6524214361277938,-3.9800577511331277,0,32,0,32,32,32,0.265625
train_0800,train,1,16.74712709767779,12.242331801287,1.2471270976777902,-3.2576681987130005,0,32,0,30,32,30,0.154296875
train_0801,train,1,15.683583885451025,12.861141885667626,0.183583885451025,-2.6388581143323737,0,32,0,32,32,32,0.1318359375
train_0802,train,1,14.033006403025318,12.537612122952483,-1.4669935969746817,-2.962387877047517,0,32,0,32,32,32,0.24609375
train_0803,train,1,15.713172736960324,12.679573454250892,0.21317273696032402,-2.8204265457491076,0,32,0,31,32,31,0.5146484375
train_0804,train,1,14.112332634274747,11.053562752353088,-1.3876673657252532,-4.446437247646912,0,32,0,30,32,30,0.4677734375
train_0805,train,1,15.172188245133649,13.08728468113826,-0.3278117548663513,-2.412715318861739,0,32,0,32,32,32,0.2158203125
train_0806,train,1,15.675760462091324,12.250277619356805,0.1757604620913238,-3.2497223806431954,0,32,0,31,32,31,0.3505859375
train_0807,train,1,15.426788019520393,12.956611175346506,-0.07321198047960742,-2.543388824653494,0,32,0,32,32,32,0.1728515625
train_0808,train,1,13.055486025255473,10.919429781995134,-2.4445139747445275,-4.5805702180048655,0,32,0,32,32,32,0.326171875
train_0809,train,1,16.243251870357046,10.629136062322102,0.7432518703570459,-4.870863937677898,0,32,0,30,32,30,0.4248046875
train_0810,train,1,14.024814358241448,11.987736082800152,-1.4751856417585518,-3.5122639171998475,0,32,0,31,32,31,0.6005859375
train_0811,train,1,13.65398926567414,10.560115499317543,-1.8460107343258603,-4.9398845006824565,0,32,0,29,32,29,0.431640625
train_0812,train,0,15.79525896027984,15.525819041767411,0.2952589602798401,0.02581904176741112,1,30,0,32,29,32,0.7001953125
train_0813,train,0,15.570583659043152,15.524787623354598,0.07058365904315167,0.024787623354598054,1,31,0,32,30,32,0.6884765625
train_0814,train,0,15.460166901486044,15.283010858030625,-0.03983309851395589,-0.2169891419693748,1,30,0,32,29,32,0.658203125
train_0815,train,0,15.613969951146906,14.895365429854607,0.11396995114690611,-0.604634570145393,1,30,0,32,29,32,0.646484375
train_0816,train,0,14.957631200504814,14.538715622427658,-0.5423687994951862,-0.9612843775723423,1,29,0,32,28,32,0.5830078125
train_0817,train,0,15.2267572332454,14.52392673953138,-0.27324276675459913,-0.9760732604686204,1,29,0,30,28,30,0.5849609375
train_0818,train,0,14.977622223314068,15.488554254214828,-0.5223777766859321,-0.011445745785172434,0,30,0,31,30,31,0.611328125
train_0819,train,1,15.306253297998849,16.6005334340833,-0.1937467020011514,1.1005334340832995,0,32,0,32,32,32,0.69921875
train_0820,train,1,14.984567058426105,16.839684859464118,-0.515432941573895,1.3396848594641177,0,32,1,32,32,31,0.5732421875
train_0821,train,1,15.082619471789597,17.297117302407436,-0.41738052821040306,1.797117302407436,0,32,2,32,32,30,0.6005859375
train_0822,train,1,14.931799074948703,18.338461788202565,-0.5682009250512969,2.838461788202565,0,32,1,32,32,31,0.8017578125
train_0823,train,1,15.149618400452047,17.912201746392654,-0.3503815995479531,2.412201746392654,0,32,1,32,32,31,0.833984375
train_0824,train,1,15.589665211287377,16.768070412119826,0.08966521128737703,1.268070412119826,0,32,0,32,32,32,0.736328125
train_0825,train,1,15.380855835031957,16.052577277554686,-0.11914416496804314,0.5525772775546862,0,32,0,32,32,32,0.783203125
train_0826,train,1,15.764293686227575,16.258841129316806,0.26429368622757465,0.7588411293168065,0,32,0,32,32,32,0.818359375
train_0827,train,0,16.92072928194785,13.90392969977169,1.4207292819478496,-1.5960703002283108,2,32,0,32,30,32,0.5009765625
train_0828,train,0,18.01376601860513,13.019719963156696,2.5137660186051285,-2.480280036843304,0,32,0,32,32,32,0.3447265625
train_0829,train,0,17.463989543338535,13.48758677366834,1.9639895433385348,-2.0124132263316596,0,32,0,32,32,32,0.3662109375
train_0830,train,0,17.241814928573167,13.407176251759665,1.7418149285731666,-2.0928237482403347,0,32,0,32,32,32,0.3828125
train_0831,train,0,17.764876541102105,11.3095176678719,2.2648765411021046,-4.1904823321281,2,32,0,32,30,32,0.2041015625
train_0832,train,0,17.221259619306238,13.072327713302743,1.7212596193062382,-2.4276722866972573,0,32,0,32,32,32,0.3642578125
train_0833,train,0,17.608383576589702,13.431961992892301,2.108383576589702,-2.068038007107699,0,32,0,32,32,32,0.384765625
train_0834,train,0,17.726392483006798,11.361104848053724,2.226392483006798,-4.138895151946276,0,32,0,32,32,32,0.2431640625
train_0835,train,0,17.56221817766033,13.685459613745959,2.0622181776603306,-1.8145403862540412,0,32,0,32,32,32,0.3671875
train_0836,train,0,15.503963501260726,13.557554577498927,0.003963501260725977,-1.9424454225010734,0,32,0,32,32,32,0.39453125
train_0837,train,1,17.315673023473146,11.29921486823707,1.8156730234731455,-4.200785131762929,0,32,0,32,32,32,0.376953125
train_0838,train,1,18.472466719728782,12.562736005659126,2.972466719728782,-2.9372639943408743,0,32,0,32,32,32,0.494140625
train_0839,train,1,19.097966199398698,11.938385919787422,3.597966199398698,-3.5616140802125784,0,32,0,32,32,32,0.3125
train_0840,train,1,19.73425274842286,12.44029762009644,4.234252748422861,-3.0597023799035608,0,32,0,32,32,32,0.2705078125
train_0841,train,1,19.8993161256633,11.392651042661527,4.399316125663301,-4.107348957338473,0,32,0,32,32,32,0.232421875
train_0842,train,1,19.328569370736034,12.512146898212007,3.8285693707360338,-2.9878531017879926,0,32,0,32,32,32,0.2958984375
train_0843,train,1,19.084656547296206,12.274380085127683,3.5846565472962055,-3.2256199148723166,0,32,0,32,32,32,0.4345703125
train_0844,train,1,16.787458901548025,11.524023729252663,1.2874589015480247,-3.9759762707473367,0,32,0,32,32,32,0.380859375
train_0845,train,0,18.42083730372517,11.204969744350842,2.9208373037251683,-4.2950302556491575,0,32,0,32,32,32,0.373046875
train_0846,train,0,17.666249876444184,9.921004233503597,2.1662498764441835,-5.578995766496403,0,32,0,32,32,32,0.2890625
train_0847,train,0,19.060400664134466,10.893374303627349,3.560400664134466,-4.606625696372651,0,32,0,32,32,32,0.228515625
train_0848,train,0,17.69540110553708,11.528495848347747,2.19540110553708,-3.971504151652253,0,32,0,32,32,32,0.4501953125
train_0849,train,0,16.18651406424064,12.67235033785434,0.6865140642406402,-2.82764966214566,0,32,0,32,32,32,0.603515625
train_0850,train,0,16.112227748919054,12.560111830924749,0.6122277489190537,-2.9398881690752514,0,32,0,32,32,32,0.6259765625
train_0851,train,0,17.25292478820487,12.318100844154362,1.7529247882048686,-3.181899155845638,0,32,0,32,32,32,0.521484375
train_0852,train,0,18.204003307928264,11.84151464303398,2.7040033079282644,-3.65848535696602,0,32,0,32,32,32,0.400390625
train_0853,train,0,18.646612653682116,11.386920433682885,3.1466126536821157,-4.113079566317115,0,32,0,32,32,32,0.326171875
train_0854,train,0,18.742377173441138,12.25859726488101,3.242377173441138,-3.2414027351189905,0,32,0,32,32,32,0.18359375
train_0855,train,0,16.539090132998854,13.439559195513162,1.0390901329988544,-2.060440804486838,0,32,0,32,32,32,0.583984375
train_0856,train,0,16.582145815715787,13.525397747995537,1.082145815715787,-1.9746022520044626,0,32,0,32,32,32,0.5927734375
train_0857,train,1,15.476718345206677,8.586642776877193,-0.02328165479332256,-6.913357223122807,0,32,0,19,32,19,0.234375
train_0858,train,1,17.186606355579972,9.485416006420547,1.686606355579972,-6.014583993579453,0,32,0,32,32,32,0.3291015625
train_0859,train,1,16.848393817153905,11.865745129908357,1.3483938171539052,-3.6342548700916435,0,32,0,32,32,32,0.4677734375
train_0860,train,1,19.13316162596739,12.04464810544971,3.6331616259673893,-3.45535189455029,0,32,0,32,32,32,0.2490234375
train_0861,train,1,17.18459628221656,12.399759404340212,1.6845962822165603,-3.1002405956597876,0,32,0,32,32,32,0.4501953125
train_0862,train,1,16.344672893971175,11.209571719026025,0.8446728939711754,-4.290428280973975,0,32,0,30,32,30,0.458984375
train_0863,train,0,15.659460346773688,14.67504419178941,0.15946034677368814,-0.8249558082105892,0,32,0,32,32,32,0.4580078125
train_0864,train,0,15.772580805300528,14.071372496438647,0.2725808053005281,-1.4286275035613532,0,32,0,27,32,27,0.4345703125
train_0865,train,0,15.437475306169409,13.368194902708955,-0.062524693830591,-2.1318050972910445,0,32,0,26,32,26,0.3662109375
train_0866,train,0,16.28316042584668,15.246298494132624,0.7831604258466811,-0.25370150586737594,0,32,0,32,32,32,0.30859375
