global_index,sample_id,split,label,roi_index,roi_name,x1,y1,x2,y2,source,score
668,train_0668,train,0,1,upper_brow_forehead,27,0,213,75,yunet_landmark5,0.938671052455902
668,train_0668,train,0,2,left_periocular,27,54,105,141,yunet_landmark5,0.938671052455902
668,train_0668,train,0,3,right_periocular,135,55,213,142,yunet_landmark5,0.938671052455902
668,train_0668,train,0,4,nasal_midface,100,106,136,219,yunet_landmark5,0.938671052455902
668,train_0668,train,0,5,left_cheek_zygomatic,17,131,110,214,yunet_landmark5,0.938671052455902
668,train_0668,train,0,6,right_cheek_zygomatic,126,131,223,214,yunet_landmark5,0.938671052455902
668,train_0668,train,0,7,perioral_mouth,60,157,185,239,yunet_landmark5,0.938671052455902
668,train_0668,train,0,8,chin_mandible,64,229,181,256,yunet_landmark5,0.938671052455902
669,train_0669,train,0,1,upper_brow_forehead,29,0,217,71,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,2,left_periocular,29,50,108,137,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,3,right_periocular,138,52,217,139,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,4,nasal_midface,104,102,139,218,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,5,left_cheek_zygomatic,19,128,114,212,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,6,right_cheek_zygomatic,129,128,227,212,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,7,perioral_mouth,61,156,184,238,yunet_landmark5,0.9457594752311708
669,train_0669,train,0,8,chin_mandible,65,228,180,256,yunet_landmark5,0.9457594752311708
670,train_0670,train,0,1,upper_brow_forehead,26,0,210,82,yunet_landmark5,0.94413560628891
670,train_0670,train,0,2,left_periocular,26,59,104,146,yunet_landmark5,0.94413560628891
670,train_0670,train,0,3,right_periocular,133,63,210,150,yunet_landmark5,0.94413560628891
670,train_0670,train,0,4,nasal_midface,95,113,130,226,yunet_landmark5,0.94413560628891
670,train_0670,train,0,5,left_cheek_zygomatic,16,138,105,221,yunet_landmark5,0.94413560628891
670,train_0670,train,0,6,right_cheek_zygomatic,120,138,220,221,yunet_landmark5,0.94413560628891
670,train_0670,train,0,7,perioral_mouth,54,164,173,246,yunet_landmark5,0.94413560628891
670,train_0670,train,0,8,chin_mandible,58,236,169,256,yunet_landmark5,0.94413560628891
671,train_0671,train,0,1,upper_brow_forehead,26,0,213,72,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,2,left_periocular,26,48,105,136,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,3,right_periocular,134,56,213,143,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,4,nasal_midface,96,103,132,218,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,5,left_cheek_zygomatic,16,129,106,213,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,6,right_cheek_zygomatic,122,129,223,213,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,7,perioral_mouth,52,156,175,238,yunet_landmark5,0.9424945116043092
671,train_0671,train,0,8,chin_mandible,56,228,170,256,yunet_landmark5,0.9424945116043092
672,train_0672,train,0,1,upper_brow_forehead,28,0,227,77,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,2,left_periocular,28,54,111,141,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,3,right_periocular,143,60,227,147,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,4,nasal_midface,103,108,141,224,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,5,left_cheek_zygomatic,17,134,114,219,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,6,right_cheek_zygomatic,130,134,237,219,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,7,perioral_mouth,56,163,191,245,yunet_landmark5,0.9447636008262634
672,train_0672,train,0,8,chin_mandible,60,234,186,256,yunet_landmark5,0.9447636008262634
673,train_0673,train,0,1,upper_brow_forehead,26,0,213,72,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,2,left_periocular,26,50,105,137,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,3,right_periocular,134,52,213,140,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,4,nasal_midface,98,102,134,218,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,5,left_cheek_zygomatic,16,128,108,213,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,6,right_cheek_zygomatic,124,128,223,213,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,7,perioral_mouth,57,156,181,238,yunet_landmark5,0.9441759586334229
673,train_0673,train,0,8,chin_mandible,61,228,176,256,yunet_landmark5,0.9441759586334229
674,train_0674,train,0,1,upper_brow_forehead,27,0,216,71,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,2,left_periocular,27,49,107,136,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,3,right_periocular,137,52,216,140,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,4,nasal_midface,101,102,137,218,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,5,left_cheek_zygomatic,17,128,111,213,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,6,right_cheek_zygomatic,127,128,226,213,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,7,perioral_mouth,58,156,183,238,yunet_landmark5,0.9432210922241212
674,train_0674,train,0,8,chin_mandible,62,228,179,256,yunet_landmark5,0.9432210922241212
675,train_0675,train,0,1,upper_brow_forehead,22,0,216,74,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,2,left_periocular,22,53,104,140,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,3,right_periocular,134,55,216,142,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,4,nasal_midface,97,105,134,221,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,5,left_cheek_zygomatic,12,131,107,215,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,6,right_cheek_zygomatic,123,131,226,215,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,7,perioral_mouth,55,159,183,241,yunet_landmark5,0.9444493055343628
675,train_0675,train,0,8,chin_mandible,59,231,179,256,yunet_landmark5,0.9444493055343628
676,train_0676,train,0,1,upper_brow_forehead,30,0,222,74,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,2,left_periocular,30,52,111,140,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,3,right_periocular,141,54,222,141,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,4,nasal_midface,107,104,143,220,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,5,left_cheek_zygomatic,19,130,117,215,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,6,right_cheek_zygomatic,133,130,232,215,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,7,perioral_mouth,63,158,190,240,yunet_landmark5,0.9392025470733644
676,train_0676,train,0,8,chin_mandible,67,230,186,256,yunet_landmark5,0.9392025470733644
677,train_0677,train,0,1,upper_brow_forehead,29,0,229,73,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,2,left_periocular,29,48,113,135,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,3,right_periocular,145,57,229,144,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,4,nasal_midface,106,104,143,223,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,5,left_cheek_zygomatic,18,130,116,218,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,6,right_cheek_zygomatic,133,130,239,218,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,7,perioral_mouth,54,162,189,244,yunet_landmark5,0.9467275738716124
677,train_0677,train,0,8,chin_mandible,58,234,185,256,yunet_landmark5,0.9467275738716124
678,train_0678,train,0,1,upper_brow_forehead,28,0,220,78,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,2,left_periocular,28,56,109,143,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,3,right_periocular,140,60,220,147,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,4,nasal_midface,103,109,140,229,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,5,left_cheek_zygomatic,18,135,113,224,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,6,right_cheek_zygomatic,130,135,231,224,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,7,perioral_mouth,57,168,183,250,yunet_landmark5,0.9431126713752748
678,train_0678,train,0,8,chin_mandible,61,239,179,256,yunet_landmark5,0.9431126713752748
679,train_0679,train,0,1,upper_brow_forehead,30,0,225,72,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,2,left_periocular,30,50,112,138,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,3,right_periocular,142,52,225,139,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,4,nasal_midface,108,102,145,219,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,5,left_cheek_zygomatic,19,128,118,213,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,6,right_cheek_zygomatic,135,128,235,213,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,7,perioral_mouth,63,157,192,239,yunet_landmark5,0.9441372752189636
679,train_0679,train,0,8,chin_mandible,67,229,187,256,yunet_landmark5,0.9441372752189636
680,train_0680,train,0,1,upper_brow_forehead,31,0,226,74,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,2,left_periocular,31,53,113,140,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,3,right_periocular,144,54,226,141,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,4,nasal_midface,112,105,149,221,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,5,left_cheek_zygomatic,21,130,122,216,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,6,right_cheek_zygomatic,138,130,236,216,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,7,perioral_mouth,65,159,195,241,yunet_landmark5,0.9438190460205078
680,train_0680,train,0,8,chin_mandible,69,231,191,256,yunet_landmark5,0.9438190460205078
681,train_0681,train,0,1,upper_brow_forehead,23,0,211,89,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,2,left_periocular,23,67,102,154,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,3,right_periocular,132,69,211,156,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,4,nasal_midface,95,119,131,234,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,5,left_cheek_zygomatic,13,145,105,228,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,6,right_cheek_zygomatic,121,145,221,228,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,7,perioral_mouth,55,172,176,254,yunet_landmark5,0.9434006810188292
681,train_0681,train,0,8,chin_mandible,59,244,172,256,yunet_landmark5,0.9434006810188292
682,train_0682,train,0,1,upper_brow_forehead,26,0,218,92,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,2,left_periocular,26,73,107,160,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,3,right_periocular,137,69,218,156,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,4,nasal_midface,107,122,143,241,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,5,left_cheek_zygomatic,16,148,117,236,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,6,right_cheek_zygomatic,133,148,228,236,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,7,perioral_mouth,67,180,187,256,yunet_landmark5,0.9387671947479248
682,train_0682,train,0,8,chin_mandible,71,252,183,256,yunet_landmark5,0.9387671947479248
683,train_0683,train,0,1,upper_brow_forehead,26,0,213,66,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,2,left_periocular,26,44,105,131,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,3,right_periocular,134,47,213,134,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,4,nasal_midface,97,97,132,213,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,5,left_cheek_zygomatic,16,122,107,208,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,6,right_cheek_zygomatic,122,122,222,208,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,7,perioral_mouth,58,151,173,233,yunet_landmark5,0.9318557381629944
683,train_0683,train,0,8,chin_mandible,62,223,169,256,yunet_landmark5,0.9318557381629944
684,train_0684,train,0,1,upper_brow_forehead,31,0,221,73,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,2,left_periocular,31,50,111,137,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,3,right_periocular,141,55,221,142,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,4,nasal_midface,107,103,143,221,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,5,left_cheek_zygomatic,21,129,117,216,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,6,right_cheek_zygomatic,133,129,231,216,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,7,perioral_mouth,61,160,184,242,yunet_landmark5,0.9428842663764954
684,train_0684,train,0,8,chin_mandible,65,231,180,256,yunet_landmark5,0.9428842663764954
685,train_0685,train,0,1,upper_brow_forehead,30,0,217,73,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,2,left_periocular,30,52,109,139,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,3,right_periocular,138,54,217,141,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,4,nasal_midface,107,104,143,223,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,5,left_cheek_zygomatic,21,130,117,217,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,6,right_cheek_zygomatic,133,130,227,217,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,7,perioral_mouth,64,161,183,243,yunet_landmark5,0.9458310008049012
685,train_0685,train,0,8,chin_mandible,68,233,179,256,yunet_landmark5,0.9458310008049012
686,train_0686,train,0,1,upper_brow_forehead,32,0,227,82,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,2,left_periocular,32,57,114,144,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,3,right_periocular,145,66,227,153,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,4,nasal_midface,106,113,143,234,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,5,left_cheek_zygomatic,22,138,116,228,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,6,right_cheek_zygomatic,132,138,238,228,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,7,perioral_mouth,59,172,185,254,yunet_landmark5,0.9333336353302002
686,train_0686,train,0,8,chin_mandible,63,244,181,256,yunet_landmark5,0.9333336353302002
687,train_0687,train,0,1,upper_brow_forehead,31,0,215,72,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,2,left_periocular,31,49,108,136,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,3,right_periocular,137,54,215,141,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,4,nasal_midface,103,103,138,219,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,5,left_cheek_zygomatic,21,128,113,214,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,6,right_cheek_zygomatic,128,128,225,214,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,7,perioral_mouth,60,157,179,239,yunet_landmark5,0.9312971830368042
687,train_0687,train,0,8,chin_mandible,64,229,175,256,yunet_landmark5,0.9312971830368042
688,train_0688,train,0,1,upper_brow_forehead,19,0,210,70,yunet_landmark5,0.932610034942627
688,train_0688,train,0,2,left_periocular,19,46,99,133,yunet_landmark5,0.932610034942627
688,train_0688,train,0,3,right_periocular,129,52,210,140,yunet_landmark5,0.932610034942627
688,train_0688,train,0,4,nasal_midface,84,100,120,223,yunet_landmark5,0.932610034942627
688,train_0688,train,0,5,left_cheek_zygomatic,9,126,94,217,yunet_landmark5,0.932610034942627
688,train_0688,train,0,6,right_cheek_zygomatic,110,126,220,217,yunet_landmark5,0.932610034942627
688,train_0688,train,0,7,perioral_mouth,44,161,165,243,yunet_landmark5,0.932610034942627
688,train_0688,train,0,8,chin_mandible,48,233,161,256,yunet_landmark5,0.932610034942627
689,train_0689,train,0,1,upper_brow_forehead,33,0,211,75,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,2,left_periocular,33,52,108,139,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,3,right_periocular,136,56,211,143,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,4,nasal_midface,96,105,130,226,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,5,left_cheek_zygomatic,23,131,106,221,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,6,right_cheek_zygomatic,121,131,221,221,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,7,perioral_mouth,64,164,173,246,yunet_landmark5,0.9292323589324952
689,train_0689,train,0,8,chin_mandible,67,236,169,256,yunet_landmark5,0.9292323589324952
690,train_0690,train,1,1,upper_brow_forehead,60,0,225,86,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,2,left_periocular,60,62,129,149,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,3,right_periocular,155,68,225,155,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,4,nasal_midface,124,116,155,230,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,5,left_cheek_zygomatic,51,142,133,225,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,6,right_cheek_zygomatic,147,142,234,225,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,7,perioral_mouth,82,168,184,250,yunet_landmark5,0.7773835062980652
690,train_0690,train,1,8,chin_mandible,86,240,180,256,yunet_landmark5,0.7773835062980652
691,train_0691,train,1,1,upper_brow_forehead,34,0,218,77,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,2,left_periocular,34,55,112,142,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,3,right_periocular,141,58,218,145,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,4,nasal_midface,103,108,137,221,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,5,left_cheek_zygomatic,24,133,112,216,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,6,right_cheek_zygomatic,128,133,228,216,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,7,perioral_mouth,62,160,181,241,yunet_landmark5,0.9214218854904176
691,train_0691,train,1,8,chin_mandible,66,231,177,256,yunet_landmark5,0.9214218854904176
692,train_0692,train,1,1,upper_brow_forehead,21,0,202,70,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,2,left_periocular,21,46,97,133,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,3,right_periocular,126,52,202,139,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,4,nasal_midface,88,100,122,213,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,5,left_cheek_zygomatic,12,126,97,208,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,6,right_cheek_zygomatic,113,126,211,208,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,7,perioral_mouth,49,151,160,233,yunet_landmark5,0.9374542832374572
692,train_0692,train,1,8,chin_mandible,53,223,156,256,yunet_landmark5,0.9374542832374572
693,train_0693,train,1,1,upper_brow_forehead,77,0,231,66,yunet_landmark5,0.927976667881012
693,train_0693,train,1,2,left_periocular,77,42,142,129,yunet_landmark5,0.927976667881012
693,train_0693,train,1,3,right_periocular,166,48,231,135,yunet_landmark5,0.927976667881012
693,train_0693,train,1,4,nasal_midface,160,97,190,209,yunet_landmark5,0.927976667881012
693,train_0693,train,1,5,left_cheek_zygomatic,69,122,168,204,yunet_landmark5,0.927976667881012
693,train_0693,train,1,6,right_cheek_zygomatic,181,122,239,204,yunet_landmark5,0.927976667881012
693,train_0693,train,1,7,perioral_mouth,97,148,196,230,yunet_landmark5,0.927976667881012
693,train_0693,train,1,8,chin_mandible,100,219,193,256,yunet_landmark5,0.927976667881012
694,train_0694,train,1,1,upper_brow_forehead,32,0,217,69,yunet_landmark5,0.930167019367218
694,train_0694,train,1,2,left_periocular,32,42,110,129,yunet_landmark5,0.930167019367218
694,train_0694,train,1,3,right_periocular,139,54,217,141,yunet_landmark5,0.930167019367218
694,train_0694,train,1,4,nasal_midface,99,99,134,214,yunet_landmark5,0.930167019367218
694,train_0694,train,1,5,left_cheek_zygomatic,22,125,109,209,yunet_landmark5,0.930167019367218
694,train_0694,train,1,6,right_cheek_zygomatic,124,125,227,209,yunet_landmark5,0.930167019367218
694,train_0694,train,1,7,perioral_mouth,53,152,174,234,yunet_landmark5,0.930167019367218
694,train_0694,train,1,8,chin_mandible,57,224,170,256,yunet_landmark5,0.930167019367218
695,train_0695,train,1,1,upper_brow_forehead,22,0,203,70,yunet_landmark5,0.932512640953064
695,train_0695,train,1,2,left_periocular,22,48,98,135,yunet_landmark5,0.932512640953064
695,train_0695,train,1,3,right_periocular,127,51,203,138,yunet_landmark5,0.932512640953064
695,train_0695,train,1,4,nasal_midface,92,101,126,223,yunet_landmark5,0.932512640953064
695,train_0695,train,1,5,left_cheek_zygomatic,12,126,101,218,yunet_landmark5,0.932512640953064
695,train_0695,train,1,6,right_cheek_zygomatic,117,126,212,218,yunet_landmark5,0.932512640953064
695,train_0695,train,1,7,perioral_mouth,55,161,162,243,yunet_landmark5,0.932512640953064
695,train_0695,train,1,8,chin_mandible,58,233,159,256,yunet_landmark5,0.932512640953064
696,train_0696,train,1,1,upper_brow_forehead,40,0,209,49,yunet_landmark5,0.872948408126831
696,train_0696,train,1,2,left_periocular,40,24,111,111,yunet_landmark5,0.872948408126831
696,train_0696,train,1,3,right_periocular,138,34,209,121,yunet_landmark5,0.872948408126831
696,train_0696,train,1,4,nasal_midface,105,80,137,208,yunet_landmark5,0.872948408126831
696,train_0696,train,1,5,left_cheek_zygomatic,31,106,114,203,yunet_landmark5,0.872948408126831
696,train_0696,train,1,6,right_cheek_zygomatic,128,106,218,203,yunet_landmark5,0.872948408126831
696,train_0696,train,1,7,perioral_mouth,59,146,163,228,yunet_landmark5,0.872948408126831
696,train_0696,train,1,8,chin_mandible,62,218,159,256,yunet_landmark5,0.872948408126831
697,train_0697,train,1,1,upper_brow_forehead,30,0,220,77,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,2,left_periocular,30,53,110,140,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,3,right_periocular,140,60,220,147,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,4,nasal_midface,100,108,137,226,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,5,left_cheek_zygomatic,20,133,110,221,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,6,right_cheek_zygomatic,126,133,230,221,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,7,perioral_mouth,55,164,179,246,yunet_landmark5,0.9267892837524414
697,train_0697,train,1,8,chin_mandible,60,236,175,256,yunet_landmark5,0.9267892837524414
698,train_0698,train,1,1,upper_brow_forehead,25,0,200,74,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,2,left_periocular,25,51,98,138,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,3,right_periocular,126,57,200,144,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,4,nasal_midface,87,105,120,224,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,5,left_cheek_zygomatic,16,131,96,219,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,6,right_cheek_zygomatic,111,131,209,219,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,7,perioral_mouth,54,162,160,244,yunet_landmark5,0.9219114184379578
698,train_0698,train,1,8,chin_mandible,57,234,156,256,yunet_landmark5,0.9219114184379578
699,train_0699,train,1,1,upper_brow_forehead,28,0,207,70,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,2,left_periocular,28,46,103,133,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,3,right_periocular,132,53,207,140,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,4,nasal_midface,94,101,128,218,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,5,left_cheek_zygomatic,18,127,103,213,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,6,right_cheek_zygomatic,118,127,217,213,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,7,perioral_mouth,56,157,164,239,yunet_landmark5,0.9340250492095948
699,train_0699,train,1,8,chin_mandible,60,229,160,256,yunet_landmark5,0.9340250492095948
700,train_0700,train,1,1,upper_brow_forehead,41,0,216,68,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,2,left_periocular,41,42,114,129,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,3,right_periocular,142,53,216,140,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,4,nasal_midface,101,99,135,215,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,5,left_cheek_zygomatic,31,124,111,210,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,6,right_cheek_zygomatic,125,124,225,210,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,7,perioral_mouth,59,154,172,235,yunet_landmark5,0.9071546792984008
700,train_0700,train,1,8,chin_mandible,63,225,168,256,yunet_landmark5,0.9071546792984008
701,train_0701,train,1,1,upper_brow_forehead,31,0,208,72,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,2,left_periocular,31,48,105,135,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,3,right_periocular,134,55,208,142,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,4,nasal_midface,98,103,132,223,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,5,left_cheek_zygomatic,21,128,107,217,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,6,right_cheek_zygomatic,122,128,218,217,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,7,perioral_mouth,58,161,165,243,yunet_landmark5,0.9250529408454896
701,train_0701,train,1,8,chin_mandible,62,233,162,256,yunet_landmark5,0.9250529408454896
702,train_0702,train,0,1,upper_brow_forehead,35,0,216,76,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,2,left_periocular,35,50,111,137,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,3,right_periocular,140,60,216,147,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,4,nasal_midface,103,106,137,219,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,5,left_cheek_zygomatic,25,132,112,214,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,6,right_cheek_zygomatic,127,132,225,214,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,7,perioral_mouth,58,157,171,239,yunet_landmark5,0.9375987648963928
702,train_0702,train,0,8,chin_mandible,61,229,168,256,yunet_landmark5,0.9375987648963928
703,train_0703,train,0,1,upper_brow_forehead,35,0,232,76,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,2,left_periocular,35,51,118,138,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,3,right_periocular,149,60,232,147,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,4,nasal_midface,110,107,147,226,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,5,left_cheek_zygomatic,25,132,120,221,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,6,right_cheek_zygomatic,137,132,243,221,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,7,perioral_mouth,61,165,189,246,yunet_landmark5,0.9403489232063292
703,train_0703,train,0,8,chin_mandible,66,236,185,256,yunet_landmark5,0.9403489232063292
704,train_0704,train,0,1,upper_brow_forehead,33,0,223,74,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,2,left_periocular,33,47,113,134,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,3,right_periocular,143,60,223,147,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,4,nasal_midface,103,105,139,222,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,5,left_cheek_zygomatic,23,131,113,217,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,6,right_cheek_zygomatic,129,131,233,217,yunet_landmark5,0.9433165788650512
704,train_0704,train,0,7,perioral_mouth,52,161,177,243,yunet_landmark5,0.9433165788650512
